Timestamp,Temperature_C,Fan_Duty_Cycle_%,Battery_Voltage_V,Button_1,Button_2,LED_1_State,LED_2_State
20:32:01,36.67333333333334,33,12.224217700927007,1,1,0,0
20:33:01,36.67333333333334,33,12.07385282602826,1,1,0,0
20:34:02,36.67333333333334,33,11.976090844658444,1,1,0,1
20:35:03,45.92633333333333,100,11.814312134371344,1,1,1,1
20:36:04,47.225,100,11.76617552425524,1,1,1,1
